State,Year,Population,Violent Crime rate,Murder and nonnegligent manslaughter rate,Rape rate,Robbery rate,Aggravated assault rate
Kentucky,2006,4206074,270.1,4.1,31.2,91.5,143.3
Louisiana,2006,4287768,721.2,12.9,37,138.3,533
Maine,2006,1321574,116,1.7,25.8,29,59.5
Maryland,2006,5615727,678.6,9.7,21,256,392
Massachusetts,2006,6437193,500.5,2.9,27.5,125.5,344.5
Michigan,2006,10095643,564.4,7.1,53,140.9,363.4
Minnesota,2006,5167101,310.5,2.4,31.8,105.3,170.9
Mississippi,2006,2910540,311.8,7.9,35.7,112,156.2
Missouri,2006,5842713,545.9,6.3,30.2,130,379.4
Montana,2006,944632,377.3,3.5,36.8,24.7,312.3
Nebraska,2006,1768331,293.9,2.9,32.6,64.2,194.1
Nevada,2006,2495529,748.8,9.1,43.8,282,414
New Hampshire,2006,1314895,138.8,1,22.4,33.1,79.2
New Jersey,2006,8724560,350.2,4.9,13.8,153.1,178.4
New York,2006,19306183,435.2,4.8,16.4,178.5,235.5
North Carolina,2006,8856505,475.2,6.1,28.2,152.1,288.9
North Dakota,2006,635867,197.4,2.2,37.9,11.8,145.5
Ohio,2006,11478006,361.5,4.9,41.6,169.2,145.9
Oklahoma,2006,3579212,500.2,5.9,41.6,87.9,364.9
Oregon,2006,3700758,284.6,2.4,32.9,73.3,176.1
Pennsylvania,2006,12440621,442.3,6,29,169.6,237.8
Rhode Island,2006,1067610,230.4,2.5,27.1,69.3,131.5
South Carolina,2006,4321249,771.1,8.4,42.4,136.6,583.7
South Dakota,2006,781919,264.9,3.8,59.5,20.2,181.3
Tennessee,2006,6038803,762.5,6.9,36.3,184.5,534.7
Texas,2006,23507783,517.3,5.9,35.9,158.5,317
Utah,2006,2550063,226.3,2,34.9,48.7,140.7
Vermont,2006,623908,145.1,2.2,27.7,18.3,96.8
Virginia,2006,7642884,283.7,5.3,23.9,101.8,152.7
Washington,2006,6395798,348.7,3.1,43,100.4,202.2
West Virginia,2006,1818470,281.2,4.4,22.2,46.9,207.6
Wisconsin,2006,5556506,286.1,3,22.2,100.1,160.8
Wyoming,2006,515004,253.8,2.5,29.3,14,208
Alaska,2007,683478,661.3,6.3,79.7,85,490.3
New Mexico,2007,1969915,675.7,9.3,52.2,117.9,496.3
Alabama,2007,4627851,448.9,8.9,33.4,159.9,246.7
Arizona,2007,6338755,518,8.6,37.1,154,318.2
Arkansas,2007,2834797,537.1,7,45.6,109.5,374.9
California,2007,36553215,524.1,6.2,24.7,193.4,299.7
Colorado,2007,4861515,351.8,3.2,42.7,71.2,234.7
Connecticut,2007,3502309,301.1,3.2,19.7,122.9,155.4
Delaware,2007,864764,705.4,4.5,39.4,203.9,457.6
District of Columbia,2007,588292,1415.1,30.8,32.6,725,626.7
Florida,2007,18251243,722.6,6.6,33.7,209.1,473.2
Georgia,2007,9544750,491.5,7.5,23,181.2,279.8
Hawaii,2007,1283388,276.1,1.9,29.4,87.4,157.5
Idaho,2007,1499402,256.2,3.3,40.5,16.2,196.2
Illinois,2007,12852548,533.2,5.9,31.9,179.7,315.7
Indiana,2007,6345289,335.8,5.5,27.4,123.6,179.3
Iowa,2007,2988046,300.2,1.3,32.5,44.4,222
Kansas,2007,2775997,458.6,3.8,46.4,72.8,335.6
Kentucky,2007,4241474,290.7,4.9,32.2,95.9,157.7
Louisiana,2007,4293204,740.4,14.6,33.2,147.1,545.5
Maine,2007,1317207,118.8,1.5,29.8,26.5,61
Maryland,2007,5618344,641.9,9.9,21,236,375.1
Massachusetts,2007,6449755,441.7,2.9,25.5,108.9,304.4
Michigan,2007,10071822,533.8,6.6,45.6,132.7,349
Minnesota,2007,5197621,289.6,2.2,36,91.8,159.6
Mississippi,2007,2918785,291.3,6.9,35.4,99.2,149.8
Missouri,2007,5878415,560.7,6.2,30.4,131.5,392.7
Montana,2007,957861,379.8,2.8,37.9,24.3,314.8
Nebraska,2007,1774571,311.3,4,31,62.8,213.5
Nevada,2007,2565382,754.9,7.5,42.7,270.4,434.2
New Hampshire,2007,1315828,144.1,0.9,27.1,34.3,81.8
New Jersey,2007,8685920,328.6,4.4,11.9,144.7,167.7
New York,2007,19297729,414.4,4.2,15.2,161.1,233.9
North Carolina,2007,9061032,466.1,6.4,26.3,149.4,283.9
North Dakota,2007,639715,209.9,2.7,39.4,11.7,156.2
Ohio,2007,11466917,355.4,4.6,40.6,160,150.2
Oklahoma,2007,3617316,504.1,6.2,43.3,93.8,360.8
Oregon,2007,3747455,293.9,2,34,76.4,181.4
Pennsylvania,2007,12432792,416.7,5.8,27.7,156.4,226.8
Rhode Island,2007,1057832,229.1,1.8,24.4,71.8,131.1
South Carolina,2007,4407709,785.7,8.3,40.2,144.2,593
South Dakota,2007,796214,241.9,3.9,54.4,14.8,168.8
Tennessee,2007,6156719,755,6.6,35.7,179.2,533.4
Texas,2007,23904380,510.4,5.9,35.4,162.2,306.9
Utah,2007,2645330,239.9,2.2,35.3,53.9,148.5
Vermont,2007,621254,129.1,2.1,20.6,12.7,93.7
Virginia,2007,7712091,272.8,5.4,23.2,99.8,144.3
Washington,2007,6468424,336.5,2.7,41,94,198.8
West Virginia,2007,1812035,276.8,3.6,21.4,46.7,205.1
Wisconsin,2007,5601640,291.5,3.3,21.9,97.8,168.5
Wyoming,2007,522830,257.1,4,32.9,16.1,204.1
Alaska,2008,686293,652.1,3.9,65.1,94,489
New Mexico,2008,1984356,653.5,8.1,56.3,108.4,480.6
Alabama,2008,4661900,452.8,7.5,34.7,157.6,253
Arizona,2008,6500180,485.6,7.1,33.8,150.9,293.8
Arkansas,2008,2855390,513,5.8,51.2,97.3,358.8
California,2008,36756666,504.2,5.8,24.2,188.8,285.4
Colorado,2008,4939456,353.9,3.3,43.5,68.9,238.1
Connecticut,2008,3501252,306.7,3.8,19.4,115.5,168
Delaware,2008,873092,708.6,6.5,42.5,211.5,448.1
District of Columbia,2008,591833,1437.7,31.4,31.4,748.5,626.4
Florida,2008,18328340,688.9,6.4,32.6,197.9,452
Georgia,2008,9685744,488.9,6.6,24.1,183.9,274.3
Hawaii,2008,1288198,272.5,2,28.2,84.2,158.1
Idaho,2008,1523816,241.5,1.5,38,15.7,186.3
Illinois,2008,12901563,525.4,6.1,31.9,186.4,300.9
Indiana,2008,6376792,337.6,5,26.8,118.9,186.8
Iowa,2008,3002555,288.1,2.6,31.2,41.6,212.8
Kansas,2008,2802134,412.3,4,43.8,60,304.6
Kentucky,2008,4269245,297.2,4.7,34.1,95.6,162.8
Louisiana,2008,4410796,671.4,12.3,28.3,141.5,489.2
Maine,2008,1316456,119.4,2.4,28.8,25.3,63
Maryland,2008,5633597,628.2,8.8,20,234.4,365.1
Massachusetts,2008,6497967,463.8,2.6,26.9,108.9,325.4
Michigan,2008,10003422,514.9,5.5,45.1,132.4,331.9
Minnesota,2008,5220393,265.4,2.1,34.6,80.1,148.6
Mississippi,2008,2938618,304.3,8,32.6,104.8,158.9
Missouri,2008,5911605,502.4,7.7,27.3,125.1,342.3
Montana,2008,967440,311.4,4.1,37,21.1,249.2
Nebraska,2008,1783432,312.3,3.9,33.7,72.7,202
Nevada,2008,2600167,729.7,6.3,42.5,249.4,431.4
New Hampshire,2008,1315809,156.1,1.1,29.3,32,93.8
New Jersey,2008,8682661,326.5,4.3,12.9,146.3,163
New York,2008,19490297,397.9,4.3,14.4,163.1,216.1
North Carolina,2008,9222414,467.6,6.5,24.9,155.3,280.9
North Dakota,2008,641481,224.6,1.7,51.6,11.4,159.9
Ohio,2008,11485910,352,4.8,39.4,162.9,145
Oklahoma,2008,3642361,531.5,5.9,40.4,101.5,383.7
Oregon,2008,3790060,261.4,2.3,31.2,70.1,157.9
Pennsylvania,2008,12448279,410,5.7,28,151.6,224.8
Rhode Island,2008,1050788,252.8,3,26.8,83.7,139.2
South Carolina,2008,4479800,731,6.9,37.6,147.2,539.3
South Dakota,2008,804194,276.9,4.6,69.9,16.7,185.8
Tennessee,2008,6214888,722.7,6.6,33.4,173.8,508.8
Texas,2008,24326974,508,5.6,33.1,155.1,314.1
Utah,2008,2736424,225.3,1.5,33.4,51.9,138.4
Vermont,2008,621270,137.5,2.7,21.4,15,98.3
Virginia,2008,7769089,257.8,4.8,23.1,96.2,133.8
Washington,2008,6549224,334.2,2.9,40.5,98,192.7
West Virginia,2008,1814468,275.9,3.7,21.4,49.4,201.4
Wisconsin,2008,5627967,275.5,2.6,20,91.7,161.2
Wyoming,2008,532668,249.7,2.3,34.7,16.3,196.4
Alaska,2009,698473,633.4,3.1,73.4,93.6,463.2
New Mexico,2009,2009671,632.4,9.9,53.2,96.1,473.2
Alabama,2009,4708708,450.1,6.8,31.9,133.1,278.3
Arizona,2009,6595778,426.5,5.8,34.6,124.3,261.8
Arkansas,2009,2889450,515.8,6.2,47.7,89.2,372.8
California,2009,36961664,473.3,5.3,23.6,173.4,271
Colorado,2009,5024748,338.8,3.2,45.2,67.1,223.4
Connecticut,2009,3518288,300.9,3,18.7,113.7,165.5
Delaware,2009,885122,645.4,4.6,44.6,189.8,406.4
District of Columbia,2009,599657,1348.9,24.2,25,734.4,565.3
Florida,2009,18537969,612.5,5.5,29.7,166.7,410.6
Georgia,2009,9829211,428,5.8,23.6,148.9,249.8
Hawaii,2009,1295178,274.1,1.8,29.7,79.5,163.1
Idaho,2009,1545801,246.2,1.6,37.2,16.4,191
Illinois,2009,12910409,497.2,6,30.2,177.6,283.4
Indiana,2009,6423113,334,4.9,25.2,114.4,189.5
Iowa,2009,3007856,282.1,1.3,29.6,39.9,211.3
Kansas,2009,2818747,406.6,4.4,41.8,63.4,296.9
Kentucky,2009,4314113,255,4.3,35.5,84.4,130.8
Louisiana,2009,4492076,642.9,11.8,30.1,136.9,464.1
Maine,2009,1318301,119.9,2,28.4,30.3,59.2
Maryland,2009,5699478,590,7.7,20.3,210.7,351.3
Massachusetts,2009,6593587,462.6,2.6,26.3,113.2,320.4
Michigan,2009,9969727,499.8,6.2,45.4,124.6,323.5
Minnesota,2009,5266214,244.5,1.4,34,68.7,140.4
Mississippi,2009,2951996,286.3,6.6,33.6,100.6,145.6
Missouri,2009,5987580,492.9,6.5,26.8,124.2,335.4
Montana,2009,974989,287,3.3,36.6,23.4,223.7
Nebraska,2009,1796619,289.4,2.3,34.3,67.9,184.8
Nevada,2009,2643085,705.2,5.9,38.7,228.1,432.5
New Hampshire,2009,1324575,160.4,0.8,30.1,34.3,95.2
New Jersey,2009,8707739,311.4,3.7,12,133.7,162.1
New York,2009,19541453,384.4,4,13.2,144,223.1
North Carolina,2009,9380884,404.5,5.2,24.6,126.1,248.7
North Dakota,2009,646844,266.4,1.9,45.8,16.5,202.2
Ohio,2009,11542645,331.9,4.6,35.7,153.1,138.5
Oklahoma,2009,3687050,503.4,6.3,41.6,91.1,364.3
Oregon,2009,3825657,260.6,2.3,31.4,65.3,161.5
Pennsylvania,2009,12604767,382.3,5.3,28.8,138.9,209.4
Rhode Island,2009,1053209,254.3,3,28.1,74.5,148.6
South Carolina,2009,4561242,675.2,6.7,36.5,126.1,506
South Dakota,2009,812383,218.7,3.7,61.7,14.4,139
Tennessee,2009,6296254,666,7.4,32.1,153.3,473.2
Texas,2009,24782302,491,5.4,33.5,153.4,298.7
Utah,2009,2784572,215.4,1.4,33.8,46.8,133.4
Vermont,2009,621760,134.6,1.3,21.2,17.9,94.2
Virginia,2009,7882590,230.8,4.7,19.9,80.5,125.7
Washington,2009,6664195,336.3,2.9,38.8,100.7,194
West Virginia,2009,1819777,305.2,4.6,25.8,50.2,224.5
Wisconsin,2009,5654774,259.1,2.6,19.8,86.7,150
Wyoming,2009,544270,219.7,2,31.6,14.3,171.8
Alaska,2010,714146,635.3,4.3,74.6,83.2,473.2
New Mexico,2010,2065913,588,6.8,46.4,78.2,456.6
Alabama,2010,4785401,383.7,5.7,28.3,101.6,248
Arizona,2010,6413158,413.6,6.4,34.2,108.4,264.7
Arkansas,2010,2921588,503.5,4.6,45.2,81.1,372.6
California,2010,37338198,439.6,4.8,22.3,155.6,256.8
Colorado,2010,5047692,323.7,2.6,44.2,62.7,214.3
Connecticut,2010,3575498,282,3.7,16.6,99.4,162.3
Delaware,2010,899792,623.3,5.7,36.2,204.4,377
District of Columbia,2010,604912,1326.8,21.8,30.9,715,559.1
Florida,2010,18838613,541.3,5.2,28.5,138.5,369
Georgia,2010,9712157,402.3,5.7,21.7,127.4,247.5
Hawaii,2010,1363359,264.3,1.8,27.7,78.1,156.7
Idaho,2010,1571102,220.5,1.4,33.9,13.6,171.6
Illinois,2010,12841980,444.9,5.5,23.9,158.7,256.8
Indiana,2010,6490622,323.3,4.1,27.1,101.1,191
Iowa,2010,3050202,268.5,1.2,28.9,33.2,205.2
Kansas,2010,2859143,370.8,3.4,40.1,53.8,273.5
Kentucky,2010,4347223,243.9,4.3,33.1,86.2,120.3
Louisiana,2010,4545343,555.3,11,27.1,116.5,400.7
Maine,2010,1327379,122.1,1.8,29.3,31,60
Maryland,2010,5785681,546.3,7.4,21.2,191.1,326.7
Massachusetts,2010,6555466,468.9,3.3,27.2,105.2,333.2
Michigan,2010,9877143,493,5.9,47.9,116.7,322.5
Minnesota,2010,5310658,235.7,1.8,33.9,63.8,136.2
Mississippi,2010,2970072,269.3,6.9,31.3,93.5,137.6
Missouri,2010,5995715,457.7,7,24.1,103.2,323.4
Montana,2010,990958,275.8,2.5,33.5,15.5,224.2
Nebraska,2010,1830141,278.3,3,36.8,55.7,182.8
Nevada,2010,2704283,663,5.8,35.7,195.9,425.5
New Hampshire,2010,1316807,167.4,1,31.2,34.2,101
New Jersey,2010,8799593,307.5,4.2,11.1,134.3,157.8
New York,2010,19395206,394.4,4.5,14.4,147.6,227.9
North Carolina,2010,9560234,362.7,5,20.9,100.6,236.2
North Dakota,2010,674629,229.5,1.5,36.3,13.3,178.3
Ohio,2010,11537968,314.7,4.2,32.3,142.9,135.3
Oklahoma,2010,3760184,481.4,5.2,39.1,89,348.1
Oregon,2010,3838332,251.4,2.5,32.3,63.1,153.5
Pennsylvania,2010,12717722,366.5,5.1,27.3,128.8,205.3
Rhode Island,2010,1052528,257.4,2.8,28.3,74.3,152
South Carolina,2010,4637106,602.2,5.7,33.4,108.2,454.8
South Dakota,2010,816598,268.9,2.8,47.1,18.9,200.1
Tennessee,2010,6357436,612,5.6,34.2,131.5,440.7
Texas,2010,25253466,448.4,4.9,30.2,130.1,283.2
Utah,2010,2775479,213.5,1.9,35.4,45.7,130.4
Vermont,2010,625909,131,1.1,22.5,12.1,95.2
Virginia,2010,8023953,214.2,4.7,19.7,70.8,119
Washington,2010,6742950,313.5,2.3,38.2,87.9,185
West Virginia,2010,1854368,301.2,3.1,19.5,41.8,236.7
Wisconsin,2010,5691659,248.9,2.7,20.9,79.3,145.9
Wyoming,2010,564554,197.9,1.4,28.7,13.6,154.1
Alaska,2011,723860,610.1,4.1,60.2,79.6,466.1
New Mexico,2011,2078674,572.7,7.6,41.2,82.7,441.1
Alabama,2011,4803689,419.8,6.2,28.5,102.1,282.9
Arizona,2011,6467315,414.2,6.1,38.6,110.5,259
Arkansas,2011,2938582,482.3,5.4,41.9,80.2,354.8
California,2011,37683933,411.2,4.8,20.3,144.1,242
Colorado,2011,5116302,314.4,3,44.7,64.5,202.2
Connecticut,2011,3586717,275.7,3.6,19.2,102.9,150.1
Delaware,2011,908137,566.4,5.3,33.8,171.6,355.8
District of Columbia,2011,619020,1200.8,17.4,27.9,661.4,494
Florida,2011,19082262,514.6,5.2,27.6,134.3,347.5
Georgia,2011,9812460,374.6,5.6,21.1,125,223
Hawaii,2011,1378129,251.4,1.5,25.6,72.1,152.2
Idaho,2011,1583744,202.2,2.2,28,11.9,160.1
Illinois,2011,12859752,424,6.1,23.6,157.2,237.1
Indiana,2011,6516353,331.8,4.7,27,107.1,193
Iowa,2011,3064097,257.3,1.4,28.3,26.9,200.7
Kansas,2011,2870386,355.7,3.9,39.1,50.4,262.3
Kentucky,2011,4366814,239.6,3.5,34.3,84.8,117
Louisiana,2011,4574766,554.6,11.1,27.6,114.4,401.6
Maine,2011,1328544,123.3,2,29.7,27.9,63.8
Maryland,2011,5839572,493.5,6.8,20.5,177.1,289
Massachusetts,2011,6607003,427.3,2.8,25,102.4,297
Michigan,2011,9876801,442.8,6.2,44,103.9,288.6
Minnesota,2011,5347299,230.5,1.4,39.5,63.3,126.2
Mississippi,2011,2977457,269,7.8,29,83.8,148.4
Missouri,2011,6008984,447.5,6.1,24.4,104.4,312.5
Montana,2011,997667,276.1,2.9,36.7,17.1,219.4
Nebraska,2011,1842234,253.6,3.7,37.9,53.9,158.1
Nevada,2011,2720028,568.1,5.1,33.6,158.4,371
New Hampshire,2011,1317807,217.3,1.2,44.1,38.6,133.4
New Jersey,2011,8834773,307.9,4.3,11.4,138.2,154
New York,2011,19501616,397.2,3.9,14.1,145.7,233.5
North Carolina,2011,9651103,346.3,5.2,20.3,97.9,222.9
North Dakota,2011,684740,248.1,3.5,38.8,13.3,192.5
Ohio,2011,11541007,305.2,4.3,31.9,138.6,130.4
Oklahoma,2011,3784163,457.5,5.6,37.3,86.9,327.7
Oregon,2011,3868229,249.3,2.2,32,57.8,157.3
Pennsylvania,2011,12743948,362.4,5,26.2,126.8,204.4
Rhode Island,2011,1050646,246.1,1.9,30.4,70.8,143.1
South Carolina,2011,4673348,596.9,6.8,35.9,99.1,455
South Dakota,2011,823593,255.6,2.4,61.1,20.3,171.8
Tennessee,2011,6399787,607.8,5.9,32.7,126.3,442.8
Texas,2011,25631778,408.6,4.4,29.2,111.7,263.3
Utah,2011,2814347,197.1,1.8,32,38.3,125
Vermont,2011,626592,147.6,1.8,23.3,15.8,106.8
Virginia,2011,8104384,197.6,3.8,19.6,66.9,107.3
Washington,2011,6823267,295.3,2.4,34,82.5,176.5
West Virginia,2011,1854908,296.3,4.7,20.1,43.2,228.4
Wisconsin,2011,5709843,249.9,2.4,20.8,80.6,146.1
Wyoming,2011,567356,219.4,3.2,25.7,12.5,178
Alaska,2012,730307,604.1,4.1,79.8,86.3,433.9
New Mexico,2012,2083540,559.6,5.6,45.9,88.6,419.5
Alabama,2012,4817528,450.3,7.1,26.9,104.2,312.1
Arizona,2012,6551149,428.6,5.5,34.8,112.7,275.6
Arkansas,2012,2949828,469.6,5.9,41.8,78.3,343.5
California,2012,37999878,423.5,5,20.6,148.7,249.2
Colorado,2012,5189458,307.4,2.9,40.9,65.4,198.2
Connecticut,2012,3591765,283.5,3.3,26,103.3,151
Delaware,2012,917053,550.5,6.1,27.2,163.3,353.9
District of Columbia,2012,633427,1241.8,13.9,37.3,637.3,553.3
Florida,2012,19320749,487,5.2,27.2,123.6,330.9
Georgia,2012,9915646,380,5.9,21.6,126.1,226.4
Hawaii,2012,1390090,243,1.5,20.1,80.9,140.5
Idaho,2012,1595590,209.8,1.9,31,15.2,161.7
Illinois,2012,12868192,416.2,6,27.8,151.4,231
Indiana,2012,6537782,344.8,4.7,25.4,101,213.8
Iowa,2012,3075039,265.6,1.6,29.3,31.3,203.4
Kansas,2012,2885398,356.7,2.9,38.3,51.7,263.7
Kentucky,2012,4379730,224.9,4.6,30,81,109.4
Louisiana,2012,4602134,496.3,10.6,25.1,118.6,342
Maine,2012,1328501,122.4,2,28,31.6,60.8
Maryland,2012,5884868,477.3,6.3,21,172.9,277
Massachusetts,2012,6645303,407,1.8,24.8,98.6,281.7
Michigan,2012,9882519,455,6.3,46.9,105.5,295.5
Minnesota,2012,5379646,230.9,1.8,30.4,64.6,134
Mississippi,2012,2986450,260.1,7.1,27.4,76.2,149.3
Missouri,2012,6024522,451.3,6.5,25.3,96,323.5
Montana,2012,1005494,278.8,2.9,39,20.1,216.8
Nebraska,2012,1855350,258.8,2.8,38.3,60.8,157
Nevada,2012,2754354,608.6,4.5,33.8,178.6,391.7
New Hampshire,2012,1321617,215,1.1,36.8,35.6,141.4
New Jersey,2012,8867749,290.1,4.4,11.7,128.4,145.7
New York,2012,19576125,406.3,3.5,14.5,146.3,242
North Carolina,2012,9748364,353.5,4.9,20.4,96.3,231.9
North Dakota,2012,701345,245.7,3.6,39.8,18.1,184.2
Ohio,2012,11553031,301.5,4.1,33,133.3,131
Oklahoma,2012,3815780,474.4,5.8,42.5,85.1,341
Oregon,2012,3899801,247.1,2.3,29.7,62,153.1
Pennsylvania,2012,12764475,355.5,5.5,26.4,123.3,200.3
Rhode Island,2012,1050304,253,3.4,27.8,68.1,153.7
South Carolina,2012,4723417,560.5,7,36.2,95.5,421.7
South Dakota,2012,834047,323.8,2.8,71.9,18.8,230.3
Tennessee,2012,6454914,638.5,6.2,31.7,126.3,474.3
Texas,2012,26060796,408.6,4.4,29.6,116.6,258
Utah,2012,2854871,208,1.8,34.2,38.7,133.4
Vermont,2012,625953,142.3,1.3,20.9,18.2,101.9
Virginia,2012,8186628,191.5,3.9,18.4,57.6,111.5
Washington,2012,6895318,298.1,3.1,32.6,84.1,178.2
West Virginia,2012,1856680,320.1,3.8,22.4,45,249
Wisconsin,2012,5724554,283.9,3,21.5,82,177.6
Wyoming,2012,576626,201.3,2.4,26.7,10.6,161.6
Alabama,2013,4833996,431,7.2,42.5,96.1,285.2
Alaska,2013,737259,638.7,4.6,125.5,84.5,424.1
Arizona,2013,6634997,415.6,5.4,47.8,100.3,262.1
Arkansas,2013,2958765,463.2,5.3,50.4,76.4,331.1
California,2013,38431393,402.6,4.5,26.9,139.6,231.7
Colorado,2013,5272086,305.4,3.3,56.2,59.5,186.4
Connecticut,2013,3599341,262.2,2.5,24.8,98.7,136.3
Delaware,2013,925240,500.7,4.4,43.1,133.3,319.9
District of Columbia,2013,649111,1296.4,15.9,60.9,628.9,590.8
Florida,2013,19600311,469.3,5,34.5,118.4,311.5
Georgia,2013,9994759,375.4,5.6,28.9,127.1,213.7
Hawaii,2013,1408987,254.4,2.3,36.1,66.3,149.8
Idaho,2013,1612843,215.2,1.8,41.8,13.6,158
Illinois,2013,12890552,403.1,5.6,41.4,137.6,218.5
Indiana,2013,6570713,359.6,5.4,34.1,108.3,211.8
Iowa,2013,3092341,273,1.3,36.6,30.3,204.8
Kansas,2013,2895801,342.8,4,44.7,46.2,247.8
Kentucky,2013,4399583,210.9,3.9,37.4,73.8,95.8
Louisiana,2013,4629284,521.2,10.7,38.1,119.7,352.8
Maine,2013,1328702,132.5,1.8,37.3,25.2,68.3
Maryland,2013,5938737,475.4,6.5,28.3,169.2,271.5
Massachusetts,2013,6708874,406.4,2.1,34.3,99.9,270.1
Michigan,2013,9898193,452.2,6.3,68.5,102,275.3
Minnesota,2013,5422060,234.4,2.1,37.1,67.8,127.4
Mississippi,2013,2992206,277.5,7.3,34.2,80.6,155.4
Missouri,2013,6044917,433.7,6.1,38.1,90.8,298.7
Montana,2013,1014864,288.1,2.3,46,21.4,218.5
Nebraska,2013,1868969,264.8,3,45.3,55.4,161.1
Nevada,2013,2791494,605,5.8,53.1,185.7,360.4
New Hampshire,2013,1322616,223.2,1.6,58.8,48.9,113.9
New Jersey,2013,8911502,288.9,4.5,13.3,135.6,135.5
New Mexico,2013,2086895,622.5,5.9,75,87.8,453.8
New York,2013,19695680,393.8,3.3,18,138.3,234.2
North Carolina,2013,9848917,341,4.7,25.6,94.2,216.5
North Dakota,2013,723857,273.4,2.2,49,22.2,199.9
Ohio,2013,11572005,291.4,4.1,37.9,125.2,124.2
Oklahoma,2013,3853118,446.1,5.1,60.1,78.5,302.4
Oregon,2013,3928068,242.8,2.1,37.3,60.9,142.5
Pennsylvania,2013,12781296,335.1,4.8,29.7,115.3,185.3
Rhode Island,2013,1053354,257.3,2.9,42.6,64.8,146.9
South Carolina,2013,4771929,508.5,6.4,46.8,83.1,372.2
South Dakota,2013,845510,323.2,2.1,60,18.5,242.7
Tennessee,2013,6497269,585.8,5.2,38.5,112.9,429.3
Texas,2013,26505637,410.3,4.3,39.4,120,246.6
Utah,2013,2902787,228.9,1.8,52.4,43,131.7
Vermont,2013,626855,123.6,1.6,21.7,12,88.4
Virginia,2013,8270345,197.8,3.9,28.4,55.3,110.2
Washington,2013,6973742,290,2.4,37.3,83.6,166.7
West Virginia,2013,1853595,305.2,3.3,37.8,35.2,228.9
Wisconsin,2013,5742953,280.7,2.8,32,84.2,161.7
Wyoming,2013,583223,207.8,2.9,35,12.7,157.2
New Mexico,2014,2085572,597.4,4.8,70.7,100,421.8
Alabama,2014,4849377,427.4,5.7,41.3,96.9,283.4
Alaska,2014,736732,635.8,5.6,104.7,85.4,440.2
Arizona,2014,6731484,399.9,4.7,50.2,92.8,252.1
Arkansas,2014,2966369,480.1,5.6,59.4,69.1,346
California,2014,38802500,396.1,4.4,29.7,125.5,236.6
Colorado,2014,5355866,309.1,2.8,56.7,56.7,192.8
Connecticut,2014,3596677,236.9,2.4,21.7,87.8,125
Delaware,2014,935614,489.1,5.8,41.3,135.6,306.4
District of Columbia,2014,658893,1244.4,15.9,71.6,530.7,626.1
Florida,2014,19893297,540.5,5.8,43,125.2,366.4
Georgia,2014,10097343,377.3,5.7,30.2,123,218.4
Hawaii,2014,1419561,259.2,1.8,31.3,78,148.1
Idaho,2014,1634464,212.2,2,37.3,12.5,160.5
Illinois,2014,12880580,370,5.3,32.3,118.8,213.7
Indiana,2014,6596855,365.3,5,33.1,104.5,222.6
Iowa,2014,3107126,273.5,1.9,36.3,33.6,201.6
Kansas,2014,2904021,348.6,3.1,48.6,46.9,250
Kentucky,2014,4413457,211.6,3.6,32.6,75.6,99.8
Louisiana,2014,4649676,514.7,10.3,29.6,122.5,352.4
Maine,2014,1330089,127.8,1.6,36.5,22.9,66.9
Maryland,2014,5976407,446.1,6.1,27.1,159.7,253.2
Massachusetts,2014,6745408,391.4,2,32.3,89.5,267.6
Michigan,2014,9909877,427.3,6.3,63.3,80.9,277.7
Minnesota,2014,5457173,229.1,1.6,36.7,67.6,123.3
Mississippi,2014,2994079,278.5,8.6,35.3,81.2,153.4
Missouri,2014,6063589,442.9,6.6,39.2,92.2,304.8
Montana,2014,1023579,323.7,3.6,52.9,19.8,247.4
Nebraska,2014,1881503,280.4,2.9,45.8,55.4,176.2
Nevada,2014,2839099,635.6,6,47.8,209.7,372.1
New Hampshire,2014,1326813,196.1,0.9,44.8,40.5,110
New Jersey,2014,8938175,261.2,3.9,14.3,117.5,125.6
New York,2014,19746227,381.8,3.1,27.5,121.8,229.4
North Carolina,2014,9943964,329.5,5.1,24.3,84.6,215.4
North Dakota,2014,739482,265.1,3,48.4,23.4,190.3
Ohio,2014,11594163,284.9,4,43.5,110,127.4
Oklahoma,2014,3878051,406,4.5,45.8,78.6,277
Oregon,2014,3970239,232.3,2,36.7,52.7,140.8
Pennsylvania,2014,12787209,314.1,4.8,29.9,105.8,173.5
Rhode Island,2014,1055173,219.2,2.4,34.2,50.1,132.5
South Carolina,2014,4832482,497.7,6.4,42.8,82.7,365.8
South Dakota,2014,853175,326.5,2.3,55.1,23.4,245.7
Tennessee,2014,6549352,608.4,5.7,38.6,110.9,453.2
Texas,2014,26956958,405.9,4.4,42.3,115.7,243.6
Utah,2014,2942902,215.6,2.3,49.4,44.6,119.4
Vermont,2014,626562,99.3,1.6,17.6,11.2,68.9
Virginia,2014,8326289,196.2,4.1,27.7,51.5,112.9
Washington,2014,7061530,285.2,2.5,38.2,79.9,164.7
West Virginia,2014,1850326,302,4,27.3,35.2,235.5
Wisconsin,2014,5757564,290.3,2.9,29.1,88,170.4
Wyoming,2014,584153,195.5,2.7,29.8,9.1,153.9
